"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
0.00049975012494174,0.000499750124938612,0.000499750125054637,0.31349448327331,0.000499750124950779,0.00049975012504888,0.000148242465344062,0,8.17048836443401e-06,0.922187656649886,0,0,7.80849234023049e-92,4.5223887542255e-59,3.66048418528131e-55,0.3375404811114,6.1749855443095e-97,6.85629214192718e-98,0.000941648737822364,0.000499750124937567,0.000499750124940108,0.366509833892638,0.0018821172436079,0.000499750124946151
0.00050000000024496,0.00049975012498151,0.000499750124937809,0.775475667668848,0.000499750124937614,0.000499750124938035,0.000439553825906547,2.70318381161427e-05,4.39427863474506e-06,0.957289680725433,0,0,1.23637877363052e-87,8.55539865978912e-53,1.26951570977254e-55,0.772129751691014,2.1357384570382e-93,8.47642936426206e-98,0.000941618239108023,0.000499750124937677,0.000499750124942469,0.759333865253501,0.0018822412466541,0.000499750124937691
0.000499750124938725,0.000499750124937981,0.000499750124947883,0.542630388675743,0.00049975012494945,0.000499750124937545,9.87007758446179e-06,4.99616186810936e-06,0,0.763377224363907,0,0,6.89914740609692e-97,6.54378160675276e-58,8.7431580784484e-60,0.544848444434092,1.28539804033362e-95,1.17146125076506e-90,0.000941648263878374,0.000499750124938013,0.000499750124980178,0.526988192198903,0.00188217884773403,0.00049975012500475
0.000499750124937618,0.000499750124938531,0.000499750124943121,0.778557099410847,0.000499750124998401,0.000499750124944185,7.6076246865453e-06,0,0,0.959617660674179,0,0,2.34617396041154e-96,2.53880161754096e-65,7.57963196442411e-58,0.793019341921578,6.94836707796158e-97,6.60979683385076e-95,0.000941625939510803,0.000499750124939201,0.000499750125386863,0.782043895819545,0.000499750124939083,0.00188224428275633
0.000499750124938339,0.000499750124945663,0.000499750125173245,0.273113889709187,0.000499750124937548,0.000499750124997653,4.13394020370994e-06,0,0,0.984229845381544,0,0,6.31448014819631e-94,5.52694786848256e-59,2.38538820589134e-62,0.210439609600383,5.42547041635268e-98,4.27868301320143e-93,0.000941637946911476,0.000499750124957614,0.000499750124937592,0.179222738665452,0.00188202828814613,0.000499750124940371
0.000499750124943811,0.000499750125904952,0.000499750125037099,0.0263973755835936,0.000499750124949377,0.000499750124940503,0.000849564136003456,2.29124366234457e-05,8.55375257147184e-06,0.99376831679403,0,0,1.03198176674787e-90,1.59757845438623e-54,5.41690535511979e-55,0.0540244834657232,5.67660808149799e-91,2.81284447757783e-92,0.000941658585174931,0.000499750124937839,0.000499750125232418,0.0287438341394807,0.0018818332343637,0.000499750125053655
0.000499750124942998,0.000499750125431496,0.000499750124938079,0.500534887749996,0.000499750124979866,0.00049975012493768,0.00176119059843238,1.96807132236687e-05,1.32685930330778e-05,0.737812309862215,0,0,5.58691654193676e-89,2.60004676803466e-53,4.5770690163413e-55,0.516721725652437,4.55754447079908e-89,9.46262312881304e-91,0.000941618739352032,0.000499750125431198,0.000499750125244132,0.512327258017576,0.000499750124937692,0.00188217181462992
0.0004997501249382,0.000499750124937639,0.000499750124938983,0.409546005867551,0.000499750124949771,0.000499750124937548,5.82503109169963e-06,0,0,0.993543415323595,0,0,1.36154134217559e-94,3.47918378082364e-62,1.86613051256209e-60,0.432063638746866,4.69996123941919e-94,5.3610280618605e-94,0.000941626937796415,0.000499750125021287,0.000499750124937535,0.431420083527885,0.00188215067509934,0.000499750124937975
0.000499750124937561,0.000499750124941932,0.000499750124937539,0.0143781643828251,0.00049975012493777,0.00049975012494299,0.00104368092765705,0.000274801146712744,1.90991760560255e-05,0.63572594098208,0,0,1.36221882621552e-88,2.95340438231009e-50,3.56533587585141e-54,0.0223824581078433,1.09785821464352e-92,2.09212808041651e-88,0.00094171367775633,0.000499750124940264,0.000499750124938154,0.0123639377071693,0.000499750124939592,0.00188166862297147
0.000499750124937676,0.00049975012494825,0.000499750124938906,0.119066478702034,0.000499750124987701,0.000499750124947037,2.78223650851395e-06,0,0,0.914281093546743,0,0,2.95206561133931e-92,2.75290059195241e-61,5.94742976596568e-57,0.158157531245358,1.60785754368271e-92,1.57889714233681e-92,0.000941634095991113,0.000499750124954,0.000499750124975866,0.119458764436593,0.00188202535696815,0.000499750124948351
