"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
0.01499342918396,0.00536894798278809,0.00542092323303223,0.0052952766418457,0.0052635669708252,0.0052025318145752,0.00532269477844238,0.00524091720581055,0.00523066520690918,0.00552916526794434,0.00531291961669922
0.00557374954223633,0.00604772567749023,0.00519204139709473,0.00522613525390625,0.00527238845825195,0.00535273551940918,0.00523757934570312,0.00535893440246582,0.00523519515991211,0.00547385215759277,0.00534367561340332
0.00533390045166016,0.0054628849029541,0.00524759292602539,0.00536513328552246,0.00524401664733887,0.00520896911621094,0.00519037246704102,0.00544357299804688,0.0055241584777832,0.00545644760131836,0.00519680976867676
0.00538492202758789,0.0053708553314209,0.00528478622436523,0.00528693199157715,0.00525903701782227,0.00524210929870605,0.00542736053466797,0.00536918640136719,0.00543951988220215,0.00530004501342773,0.00523042678833008
0.0053558349609375,0.00535273551940918,0.00527596473693848,0.00532007217407227,0.00525617599487305,0.00590705871582031,0.00525474548339844,0.00528264045715332,0.00518107414245605,0.00546813011169434,0.00523233413696289
0.00542497634887695,0.00542354583740234,0.00537276268005371,0.00550103187561035,0.00525927543640137,0.00522923469543457,0.0055689811706543,0.00521636009216309,0.00526118278503418,0.00528478622436523,0.00519251823425293
0.00539064407348633,0.00542831420898438,0.00526690483093262,0.00530457496643066,0.0054476261138916,0.00532960891723633,0.00532770156860352,0.00527381896972656,0.00516748428344727,0.00527358055114746,0.00521087646484375
0.00549721717834473,0.00544166564941406,0.00546836853027344,0.0052039623260498,0.00550627708435059,0.0052034854888916,0.00526809692382812,0.00532889366149902,0.00532031059265137,0.00541400909423828,0.00544929504394531
0.00535035133361816,0.00533938407897949,0.00545525550842285,0.0054631233215332,0.00522518157958984,0.00519728660583496,0.00521397590637207,0.00551724433898926,0.00525021553039551,0.00545382499694824,0.00505256652832031
0.00537872314453125,0.00534939765930176,0.00536441802978516,0.00525999069213867,0.00526571273803711,0.00547075271606445,0.0055387020111084,0.00537848472595215,0.00529956817626953,0.00541353225708008,0.00501441955566406
0.00558233261108398,0.00551319122314453,0.00525736808776855,0.00533819198608398,0.00526762008666992,0.00523471832275391,0.00527501106262207,0.00525903701782227,0.00541186332702637,0.00530791282653809,0.00504279136657715
0.00587868690490723,0.00536179542541504,0.0052943229675293,0.00529718399047852,0.00541996955871582,0.00525665283203125,0.00534176826477051,0.0053250789642334,0.0054471492767334,0.00522613525390625,0.00508379936218262
0.0123240947723389,0.00556111335754395,0.00548052787780762,0.00546813011169434,0.00533175468444824,0.00535678863525391,0.00524520874023438,0.0054786205291748,0.00523185729980469,0.00530552864074707,0.00523734092712402
0.00547623634338379,0.00540423393249512,0.00521016120910645,0.00535345077514648,0.0051884651184082,0.00526642799377441,0.00543880462646484,0.00527024269104004,0.00524687767028809,0.00524115562438965,0.00489950180053711
0.00534534454345703,0.0055229663848877,0.00520420074462891,0.00543022155761719,0.00533533096313477,0.00534534454345703,0.00524139404296875,0.00536584854125977,0.00534272193908691,0.00531935691833496,0.00521111488342285
0.00542521476745605,0.0052640438079834,0.00520992279052734,0.0055229663848877,0.00527667999267578,0.00525546073913574,0.00533127784729004,0.00533342361450195,0.00531554222106934,0.00538992881774902,0.00501632690429688
0.00527763366699219,0.00552988052368164,0.00508356094360352,0.00537633895874023,0.00530004501342773,0.00533485412597656,0.0054018497467041,0.00543475151062012,0.00533056259155273,0.0052950382232666,0.00497937202453613
0.0054020881652832,0.00553250312805176,0.00510525703430176,0.00518965721130371,0.00531458854675293,0.00520110130310059,0.00545883178710938,0.00542855262756348,0.00552082061767578,0.00521588325500488,0.00514698028564453
0.00540351867675781,0.00532031059265137,0.00523495674133301,0.00524401664733887,0.00543570518493652,0.00522589683532715,0.00538349151611328,0.0056004524230957,0.00526738166809082,0.00520586967468262,0.00512123107910156
0.0055844783782959,0.00532007217407227,0.00516843795776367,0.0052647590637207,0.00523066520690918,0.00526309013366699,0.00528264045715332,0.00535964965820312,0.00545263290405273,0.00516748428344727,0.0050513744354248
0.00537705421447754,0.00536656379699707,0.00535440444946289,0.00522804260253906,0.00546908378601074,0.00537419319152832,0.00532937049865723,0.00537562370300293,0.00532817840576172,0.00525879859924316,0.00490641593933105
0.00597810745239258,0.0053253173828125,0.00518321990966797,0.00525951385498047,0.00530552864074707,0.00539851188659668,0.00536441802978516,0.00527501106262207,0.00523090362548828,0.00535011291503906,0.00488996505737305
0.00536704063415527,0.00541543960571289,0.00532817840576172,0.00526332855224609,0.0053868293762207,0.00544214248657227,0.00550246238708496,0.0052492618560791,0.00548672676086426,0.00519037246704102,0.00489401817321777
0.00569438934326172,0.00530529022216797,0.00551009178161621,0.00520563125610352,0.00529932975769043,0.00522422790527344,0.0055699348449707,0.0053703784942627,0.00541949272155762,0.00525331497192383,0.00497221946716309
0.0054631233215332,0.00529050827026367,0.00513076782226562,0.00525212287902832,0.00530409812927246,0.00523972511291504,0.00546717643737793,0.00537323951721191,0.00540971755981445,0.00540447235107422,0.00518465042114258
0.00551319122314453,0.00540471076965332,0.00523042678833008,0.00529289245605469,0.00546026229858398,0.00536108016967773,0.00549554824829102,0.00527238845825195,0.00521421432495117,0.00521421432495117,0.00486373901367188
