"V1","V2","V3","V4","V5"
0.081035329841484,0.268403238615146,0.471375769532863,0.618792064475585,0.655010470632133
0.0855367300347774,0.266940401274986,0.442027615366946,0.625653810573135,0.772818802306586
0.0822177264328971,0.270438470065201,0.420503299967063,0.550590271561864,0.774365048493065
0.0862252842906,0.265738271753968,0.480390616568705,0.606521502931287,0.698452041063478
0.0869474271942325,0.269558783653348,0.405962162626519,0.484562962291621,0.721720397153745
0.0864961930707369,0.26388621023187,0.473285530046273,0.565009704999804,0.791941897082272
0.0842418212399923,0.269514223872,0.380447615499963,0.657806166822223,0.720320757411418
0.0843308947330574,0.26900492950863,0.327312905274528,0.544210576859884,0.699817563024805
0.0850725902461436,0.265574256051898,0.410643919429304,0.65315302964534,0.784324989914759
0.0864151244868956,0.26905854428895,0.301277749126052,0.605696549101002,0.732101384390951
0.0810701712239275,0.275064097659575,0.411453955964774,0.655219914983373,0.733853055034162
0.0837768839864069,0.267217467965475,0.359979394868718,0.494182043794346,0.690086259607559
0.0849626142420762,0.272105448384842,0.407142478779355,0.585286498694224,0.747002745751003
0.0760377147290013,0.263306245530288,0.385465974432664,0.576819932022707,0.507718488977035
0.0856178299007114,0.259502141562951,0.376021653718185,0.523013291856176,0.773538741429143
0.0846146111097649,0.266027302421634,0.477606550520626,0.446681304594327,0.753826035616118
0.0858582743722787,0.266516641295889,0.39795348449926,0.573779218126302,0.742364848679813
0.0841964596857092,0.26471124670844,0.482338253806646,0.663477111611965,0.546019044239481
0.0850963383558778,0.264114120308858,0.477469834487935,0.558227969285965,0.641183470127308
0.0828952599620637,0.266977078984242,0.453831421510173,0.482104561429555,0.482941926878933
0.0846485570589064,0.269393188707238,0.47667274857291,0.562098707970224,0.550142275844644
0.085287624336505,0.262069920905956,0.474704099070676,0.498282175454978,0.794396760595792
0.0863092703134799,0.267212565589105,0.460716024374705,0.649677400280127,0.808653569120046
0.0866092678486682,0.270144428220447,0.438131519226047,0.636870885343409,0.711115647363682
0.0857126021683702,0.269686297962975,0.480713566390346,0.647932376724815,0.704359918608531
0.0877484337419688,0.26955196741842,0.468820945539287,0.613426243226946,0.744524341730601
0.0833172894261882,0.270458915404951,0.375213985295478,0.67035721531015,0.562137752673611
0.0848607519694098,0.266859327350923,0.449897240536709,0.651853148501315,0.77378807995005
0.0825547881129931,0.270686804640132,0.465524306361829,0.522152025010669,0.744401381037923
0.0838465455029487,0.269789235130815,0.459996627019418,0.5676699100687,0.47724612263898
0.0854907061019081,0.26735934708813,0.418964249420349,0.55990924783709,0.657934591998119
0.0849140359029774,0.267948858290432,0.476994736535222,0.521371372251529,0.676795396043014
0.0804681049925239,0.264696396913488,0.47375523460714,0.657100585573435,0.56333103743446
0.0858328064720546,0.269591822670172,0.451625210599205,0.539513649706749,0.754397343821362
0.0825965252040536,0.268049356519707,0.33601723137665,0.558493060452693,0.647149455072541
0.0852858166917589,0.267689925328354,0.397632323907444,0.552940786397454,0.461052472450444
0.0860489656002534,0.270435196926657,0.361417787946968,0.46440328536338,0.545042539246746
0.0813536078344759,0.265221463503473,0.478012298232357,0.477409253776875,0.642241345265114
0.0866802446578101,0.271660270851681,0.47889711965333,0.602934793101084,0.681044623559506
0.0839642708360449,0.271878233831051,0.391191259986623,0.585354832561162,0.614656490399244
0.0861753272932639,0.264727752302216,0.480675506345729,0.608485617754679,0.620586252365171
0.0847103625121098,0.270649898785223,0.358967867767579,0.626145139237709,0.807517488462613
0.085336118329081,0.270429626813571,0.364915660149777,0.599680738047676,0.696182732735163
0.0833067301685944,0.269254417742911,0.378066339439043,0.516410653848149,0.683582356848788
0.0847462413463544,0.266494139306126,0.449789921601308,0.478392905738396,0.768342763234704
0.0851055783813789,0.268572357806961,0.481717532659406,0.5943348973759,0.750202975997031
0.0859325999780905,0.260735477572386,0.430517643579787,0.637878985998191,0.729212616740373
0.0837860666026963,0.269755953912002,0.466169436768374,0.429917790024376,0.670044439543133
0.0853927476158395,0.268298681358609,0.483106941077621,0.650901181841966,0.616204932543583
0.0834493541669094,0.27287006970885,0.379289479603005,0.61243794769899,0.497757172229872
0.0846945835258878,0.267613433037242,0.258789910060689,0.594283288561904,0.756687850639601
0.0835697723667507,0.268486340316798,0.336053234994794,0.585305681964423,0.572383241699713
0.0870775773940167,0.271496935982476,0.421802729774303,0.60063104399721,0.689558799676273
0.084631878729237,0.272264127949163,0.480341397188846,0.51453634240698,0.685597333967847
0.0834538242138168,0.268869267306264,0.479051216298853,0.660056373816926,0.700199192733756
0.082317071206262,0.263895271820767,0.464532190763851,0.630741529157491,0.634702408533573
0.0849431778686379,0.265945814555093,0.479965201258623,0.629901019492587,0.628041523161008
0.0838112720423624,0.264596399501914,0.467151726952244,0.594302829410811,0.675053878901384
0.0859378286509198,0.26902818133005,0.455392668848807,0.449379585818894,0.641967682652729
