"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.502370750759955,0.845754495178667,0.147290925719418,0.354423111885359,0.000499750125137131,0.000499750125003575,0.000787401574833862,0.000919117647067447,0.000984251968506337,0.000929368029739846
0.349604471764675,0.607895276200101,0.50669828462795,0.00110633258826181,0.000578413640414512,0.000499750125000685,0.000559597090764939,0.00100300902708125,0.00100502512562824,0.00100401606425859
0.980749482077081,0.338362893310822,0.260740277092633,0.100662816708224,0.000500250125238511,0.000499750124943177,0.000709219858158745,0.000942507068803048,0.000974658869395724,0.00100908173562059
0.737437931582895,0.748416283560721,0.663933266401162,0.218617800898615,0.000510991873453087,0.00049975012505422,0.00059417706476553,0.000962463907603467,0.00100401606425704,0.000986193293885602
0.809337152448575,0.308561902721879,0.33433691986521,0.0742905137838275,0.000500751126904526,0.000499750124992371,0.000673400673504847,0.00102145045965271,0.000943396226415261,0.00100000000000075
0.658261309630274,0.0378984580320692,0.126601663308556,0.31421954488141,0.000504286753014531,0.00049975012494115,0.000906618313727878,0.000945179584121043,0.0010373443983403,0.000984251968503945
0.0830808100221273,0.571780591916461,0.178865456228484,0.912299409899439,0.000500500501841926,0.000499750124938924,0.000527148128624186,0.00100806451612919,0.000987166831194606,0.000980392156863026
0.339760251454893,0.563061753102166,0.494781406698276,0.68627176280388,0.000505817024101324,0.000499750124937693,0.000766283524904237,0.000974658869395764,0.00101112234580384,0.000959692898272567
0.685237631190841,0.456050601810065,0.184474408057603,0.765299568718296,0.000500000000096043,0.000499750124940842,0.000506842372022439,0.000918273645555431,0.000971817298347913,0.0009469696969697
0.847314507786812,0.554977420394199,0.461782830727125,0.552185233783257,0.000503778472023085,0.000499750124941844,0.000712758374911041,0.000996015936255573,0.000954198473282454,0.000997008973081472
0.85956123350718,0.871158540813871,0.266396424089328,0.879337790951183,0.00049975012494647,0.000499750124960274,0.000610128126906679,0.000945179584226992,0.000971817298347942,0.000986193293885762
0.923776820994253,0.31969680390622,1,0.249003674206504,0.000556021824272114,0.000499750124938375,0.000618811881192184,0.00100806451612906,0.000968992248062016,0.000979431929492625
0.0710579813018832,0.0571049063426299,0.605690350625836,0.0862757191843993,0.000504032312231979,0.000499750124938007,0.000940733772342651,0.000955109837631328,0.000973709834471386,0.000975609756097593
0.756198208581449,0.0971129261545999,0.515179076257047,0.0464964232330367,0.000507615488763007,0.000499750124937534,0.000937207122774133,0.00100704934541793,0.000942507068803094,0.000970873786407949
0.221756986178674,0.519242227810106,0.702739036031766,0.00133833615959212,0.000503524752272814,0.000499750124938095,0.000524934383202717,0.00102249488752556,0.000987166831194554,0.000969932104752701
0.308959254160754,0.0997340963718038,0.419016808849604,0.0029090862163908,0.000500000000164976,0.000500000000000295,0.000530222693540096,0.000989119683481728,0.00103199174406605,0.000987166831194486
0.835765897547453,0.797858594448836,0.139660954055616,0.297912770497324,0.000502765213853927,0.000499750124937588,0.000935453695042394,0.00101112234580636,0.00100908173562059,0.000963391136801542
0.512670050762665,0.230497908332808,0.350810221143741,0.143356041450015,0.101850447681008,0.000499750124937545,0.000581733566028997,0.000988142292490137,0.000984251968504005,0.00101214574898831
0.160994550534072,0.110415315387737,0.599804397134097,0.0259623564535296,0.000500000000012404,0.000499750124981881,0.000675219446321448,0.00102459016393997,0.000992063492063655,0.000976562500001878
0.0102495355606517,0.186182561626798,0.0161299857951839,0.232694548714728,0.000504032291226098,0.000499750124937531,0.000725163161711385,0.000936329588079684,0.000975609756097584,0.000968992248062201
0.924632968317309,0.810422351016211,0.347400346186221,0.769235389243735,0.000499750124962325,0.000499750125289398,0.000565291124929381,0.000967117988395029,0.000958772770854185,0.00098425196850453
0.965833003183387,0.80199397429163,0.88433696721158,0.0717458104127411,0.0831600772485627,0.000499750124939561,0.000819000819022179,0.000992063492071258,0.000973709834469328,0.000982318271119869
0.105935049559571,0.0516908743970916,0.570141815751732,0.22872257076582,0.000698861959029642,0.000499750124964961,0.000930232558139597,0.000949667616334284,0.00101317122593744,0.000971817298347919
0.176571843419658,0.964194074369394,0.363575051310816,0.341754626364954,0.000501253139243051,0.000499750124973739,0.000807754442649606,0.000932835820895524,0.000938967136150273,0.00101010101010107
0.241822557529611,0.118079075059538,0.220054898248768,0.192955550485946,0.000500751127321419,0.000499750124937684,0.000716845878140847,0.000975609756097561,0.000980392156863104,0.000988142292490121
0.702287806389539,0.376772411718862,0.336564858903186,0.213298303210005,0.000499750124992375,0.000499750124974734,0.000560852495793658,0.000973709834469331,0.000968992248062015,0.00104058272632678
0.405925853550028,0.121883807251567,0.628817871873042,0.0525163279530823,0.000502765245400605,0.00049975012493764,0.000508130081332215,0.001,0.00102145045965272,0.000945179584126327
0.720908838845131,0.0943445773140664,0.756570935687392,0.262787560253032,0.000512035997526228,0.000499750124946788,0.000507872016319514,0.000916590284153564,0.000950570342205442,0.00102145045965271
0.134999823386491,0.815187644342106,0.311531358188047,0.115449551483219,0.000544281326071266,0.000499750124938996,0.000681198910096269,0.0009000900090009,0.00100603621730382,0.000971817298347967
0.715413750603399,0.829926341724629,0.151865549753744,0.0347657366268685,0.000547873812954477,0.000499750124939115,0.000877963125548727,0.000928505106779609,0.00100908173562059,0.001
0.637946200367837,0.20036045534928,0.375363677607737,0.663820959921095,0.000503271575243106,0.000499750124937531,0.00101626016260862,0.00098231827111999,0.00102459016393486,0.000996015936254995
0.977837627123411,0.234364907369963,0.10239348374835,0.985807384364876,0.000499750124952545,0.000499750124940068,0.000967117988394586,0.000974658869447555,0.00101317122593755,0.000964320154350646
0.182016297107619,0.857874609336871,0.677410024153078,0.0133504032887364,0.000501756170700376,0.000503018108732276,0.000663570006657621,0.000982318271119851,0.00101112234580386,0.000992063492063624
0.821210805385973,0.756561363203187,0.662721923620614,0.0509644627312101,0.000500000000190069,0.000499750124937534,0.000556483027278861,0.001034126163392,0.000983284169124904,0.000947867298578248
0.0212245871107189,0.145151599626634,0.914802087722884,0.139947826295972,0.000499750124938084,0.000499750124940113,0.000952380952442043,0.000999000999001105,0.000968992248062025,0.00100000000000653
0.342017637407376,0.185836096855996,0.937404126419151,0.509662086199166,0.00050276523878863,0.000499750125106431,0.00077760497669189,0.000960614793468535,0.000968992248063432,0.000978473581245335
0.473242473036498,0.722378903155534,0.0684994031942661,0.913408626367896,0.000503018185637539,0.000499750124937652,0.00102249488752559,0.00100908173562059,0.000951474785918452,0.000957854406130783
0.863744913598475,0.0686976669180504,0.820062228332322,0.263820096691423,0.000499750125269597,0.000499750124954385,0.000858369098714149,0.00097087378641121,0.000960614793467857,0.00100100100100101
0.51513510611265,0.568507605007588,0.628429198647954,0.396121726087996,0.000500250126255183,0.000499750124937558,0.000582072176950009,0.000878734622145281,0.00100100100100134,0.000909090909098163
0.206033315030638,0.161719036186357,0.0231983437674197,0.0948612430185323,0.000548622165846404,0.000499750124937547,0.000900090009000903,0.000968992248075893,0.000985221674876882,0.00100401606425737
0.584912566377544,0.614699137895514,0.140608049892637,0.167294024159009,0.000499750124972596,0.000499750124937534,0.000907441016333938,0.000948766603415598,0.000951474785919057,0.00100603621730389
0.966690734112949,0.182279999995913,0.00838023817683524,0.000578411098547697,0.000561329314820905,0.000499750124939142,0.000841042893188352,0.000967117988394586,0.000947867298578254,0.000987166831195317
0.686801960896318,0.276386072386149,0.487844308244956,0.142187274052547,0.000502512580900628,0.000499750124958806,0.000684462696832154,0.000939849624060158,0.000979431929480901,0.000990099009901057
0.816853372306614,0.364716574482028,0.962859933581744,0.132849737679898,0.000500500501439678,0.000499750124937973,0.000773395204949756,0.000902527075879737,0.00099108027750248,0.000925069380204015
0.478328671898148,0.114989333532796,0.736100188079173,0.365306265953704,0.000501253141663974,0.000499750124946478,0.000625782227787472,0.000990099009901011,0.00100502512562829,0.000958772770878849
0.545534409636358,0.63116003705441,0.279075880473575,0.0161970393944283,0.000513085906947033,0.000499750124937681,0.000595592614652048,0.00100908173562059,0.000938086303955845,0.00100704934542906
0.36047313326688,0.875797659189695,0.0877023082089986,0.511631446057543,0.000500250125074861,0.000499750124938128,0.000561797752818121,0.000836820083682364,0.000937207122774136,0.000980392156862745
0.539729404688332,0.647199606143985,0.525566748118961,0.444152505187894,0.000501253134259912,0.000499750124943913,0.000953288846529743,0.00102669404517497,0.000992063492063842,0.000985221674876849
0.0976782798188281,0.0309151987002581,0.660775860914273,0.527586024787059,0.000500751128174801,0.000499750124937908,0.000894454382826505,0.000957854406130309,0.00101936799184506,0.000985221674893913
0.294101517716591,0.609730957401577,0.0591121185239892,0.000952219845453421,0.00050075112934131,0.000499750124938645,0.000505561172901937,0.000951474785918173,0.000986193293885602,0.000962463907603594
0.468977990699484,0.857395438742532,0.312929986140085,0.11414744719508,0.0061845152133108,0.000499750124937561,0.000715819613467378,0.000982318271120828,0.000970873786408537,0.00101317122593718
0.572608007673487,0.699290932681393,0.568963883888368,0.00915242860319372,0.000499750128577504,0.000499750124938478,0.000511508951406828,0.00101522842640121,0.000939849624060355,0.000986193293885604
0.783237475798164,0.706511407801023,0.351241571549083,0.827654043214632,0.000507872326104633,0.000499750124948676,0.000906618313690514,0.00100603621730407,0.00101214574898785,0.000965250965275763
0.460838041076547,0.796822210694345,0.857119327134905,0.373144847364545,0.00050276528750961,0.000499750124937542,0.000538213132401919,0.000942507068803777,0.00100908173562238,0.000936329588014991
0.764930483707795,0.915598516097072,0.447198900184913,0.98825058204321,0.000499750124960897,0.000499750124937532,0.000778210116731518,0.000979431929480955,0.00099304865938431,0.000969932104752686
0.204576842529059,0.479137652590036,0.158138823071963,1,0.00106947419320722,0.000499750124937535,0.000829875518674986,0.000980392156862746,0.000977517106551079,0.000957854406132176
0.230638702553366,0.342969974780468,0.183101335809158,0.666911812244502,0.00050175615940941,0.000499750124943961,0.00100603621730391,0.000988142292491964,0.0010482180293501,0.000946969697158175
0.874431551180762,0.976934732665834,0.34322526319317,0.44029470494784,0.00050403229447933,0.000499750124937596,0.000830564784053202,0.000997008973080758,0.00100100100100115,0.000967117988395772
0.200449259074904,0.921943311502408,0.725039348825963,0.306486383551106,0.000606762220397445,0.000499750124944556,0.000587544065805001,0.000934579439274935,0.000999000999001001,0.000979431929480985
0.737552296054057,0.988695075177566,0.788608294591567,0.578633470869947,0.000499750125399491,0.00049975012501557,0.000583090379008746,0.00102040816326548,0.00101522842639629,0.000977517106549569
0.967033560036657,0.280113343822812,0.238412114005571,0.180668161359004,0.000503778363096658,0.000499750124939606,0.000797448165869904,0.0010000000000012,0.000994035785289061,0.000955109837632482
0.943478292221452,0.847764384269813,0.907894116500888,0.973158827144147,0.000505306190160469,0.000499750124937534,0.000547945205543462,0.000938086303939974,0.000968992248062016,0.00100908173562167
0.564847696330223,0.465915300111222,0.151060054751286,0.442673790521373,0.000505050628900201,0.000499750124941121,0.000563380281716238,0.000994035785288271,0.000994035785288314,0.000991080277502499
0.595976571728756,0.588440739334791,0.0264155580346522,0.030724943491725,0.00050276523770858,0.000499750124939169,0.000717360114777634,0.00099700897308076,0.00100401606425887,0.000972762645914397
0.136760423479326,0.743322515145105,0.780443546327739,0.191590974833311,0.000533451052721051,0.000499750124937726,0.000878734622148692,0.00100704934541942,0.00100200400801646,0.00102880658436214
